timestep,reward,dc_valid,peaking_boost,power,eye_vertical_v,eye_horizontal_ui,all_specs_met,generation
1,-2.663475944892226,True,-0.3636480998431324,0.0008163777660795068,0.0736251,0.4,False,1
2,-10.0,False,nan,nan,,,False,1
3,-2.2485985072345955,True,0.6965081770355166,0.0012982803705881068,0.12066449999999995,0.48,False,1
4,-1.4671571949709474,True,2.5540101188319877,0.001817387916782268,0.18326430000000005,0.6,False,1
5,-1.0405364944632631,True,2.1935198683416033,0.0009746123678209294,0.1788991000000001,0.72,False,1
6,19.6266685776211,True,6.098493853976183,0.0017174548447578051,0.2742698000000001,0.82,True,1
7,-10.0,False,nan,nan,,,False,1
8,-1.617884765607984,True,0.7519111868753257,0.000625797827228091,0.13966570000000011,0.62,False,1
9,19.712017773332185,True,3.3000765410080426,0.0011917444533356282,0.2653945,0.88,True,2
10,-1.8771467778181394,True,2.2429008327446818,0.0015418327774660676,0.036534000000000066,0.82,False,2
11,-1.256723781057103,True,1.110468981620425,0.0009486682165278237,0.2118635000000001,0.76,False,2
12,-1.5540549191489346,True,1.5403591725739272,0.0015313463533471532,0.1745412999999999,0.78,False,2
13,-0.9452640610728918,True,6.947702950898977,0.001153434522145783,0.15786329999999993,0.76,False,2
14,-1.2525384967928421,True,8.591276286229764,0.0017052256792999708,0.16430430000000007,0.66,False,2
15,-1.3122101056253639,True,2.758968133215528,0.001349001100061079,0.11065859999999994,0.78,False,2
16,-1.0458550226785688,True,4.700280233291506,0.0020917100453571374,0.3662795999999999,0.84,False,2
17,-1.4868891333406986,True,1.7884791335992407,0.0017349036319380341,0.20324359999999997,0.68,False,3
18,-3.0795942096856055,True,0.6582521831003092,0.0021285618366761803,0.06274590000000013,0.36,False,3
19,-0.9111683111301856,True,3.851541632636151,0.0006477198222603723,0.10317290000000012,0.74,False,3
20,19.33863201093252,True,4.8748721624828235,0.0018871226630224921,0.37483,0.9,True,3
21,-2.243798906281766,True,1.3932241294089749,0.0019505874988361813,0.06677169999999999,0.82,False,3
22,-3.8188262282192076,True,-0.6683780755628064,0.0011920670727298768,nan,nan,False,3
23,-10.0,False,nan,nan,,,False,3
24,-10.0,False,nan,nan,,,False,3
25,19.005628705411585,True,5.0682248430203725,0.001998123764862806,0.38079299999999994,0.88,True,4
26,-1.057154545628466,True,6.241711695477505,0.0021143090912569317,0.3083118,0.8,False,4
27,-0.7139823575870463,True,5.074142163596888,0.0006845887151740931,0.15707800000000005,0.76,False,4
28,-1.3495026878322225,True,2.7746126712970787,0.0017941007565291638,0.15566919999999995,0.86,False,4
29,19.611691316136522,True,6.090599295951407,0.0017961028946211605,0.3636598000000001,0.78,True,4
30,-1.3702853122155756,True,9.895488757152807,0.002355297938716866,0.23755520000000008,0.6,False,4
31,-0.89105279789106,True,7.04436592285683,0.0013736855957821195,0.19894749999999994,0.74,False,4
32,-0.9951405090855622,True,1.7337069531378564,0.0010186600535963615,0.23407179999999994,0.82,False,4
33,-10.0,False,nan,nan,,,False,5
