time_s,differential_output_v
0.0,-0.3055738
2e-14,-0.3055738
4e-14,-0.3055738
8e-14,-0.3055738
1.6e-13,-0.3055738
3.2e-13,-0.3055738
6.4e-13,-0.3055738
1.28e-12,-0.3055738
2.56e-12,-0.3055738
4.56e-12,-0.3055738
6.56e-12,-0.3055738
8.56e-12,-0.3055738
1.056e-11,-0.3055738
1.256e-11,-0.3055738
1.456e-11,-0.3055738
1.656e-11,-0.3055738
1.856e-11,-0.3055738
2.056e-11,-0.3055738
2.256e-11,-0.3055738
2.456e-11,-0.3055738
2.656e-11,-0.3055738
2.856e-11,-0.3055738
3.056e-11,-0.3055738
3.256e-11,-0.3055738
3.456e-11,-0.3055738
3.656e-11,-0.3055738
3.856e-11,-0.3055738
4.056e-11,-0.3055738
4.256e-11,-0.3055738
4.456e-11,-0.3055738
4.656e-11,-0.3055738
4.856e-11,-0.3055738
5.056e-11,-0.3055738
5.256e-11,-0.3055738
5.456e-11,-0.3055738
5.656e-11,-0.3055738
5.856e-11,-0.3055738
6.056e-11,-0.3055738
6.256e-11,-0.3055738
6.456e-11,-0.3055738
6.656e-11,-0.3055738
6.856e-11,-0.3055738
7.056e-11,-0.3055738
7.256e-11,-0.3055738
7.456e-11,-0.3055738
7.656e-11,-0.3055738
7.856e-11,-0.3055738
8.056e-11,-0.3055738
8.256e-11,-0.3055738
8.456e-11,-0.3055738
8.656e-11,-0.3055738
8.856e-11,-0.3055738
9.056e-11,-0.3055738
9.256e-11,-0.3055738
9.456e-11,-0.3055738
9.656e-11,-0.3055738
9.856e-11,-0.3055738
1.0056e-10,-0.3055738
1.0256e-10,-0.3055738
1.0456e-10,-0.3055738
1.0656e-10,-0.3055738
1.0856e-10,-0.3055738
1.1056e-10,-0.3055738
1.1256e-10,-0.3055738
1.1456e-10,-0.3055738
1.1656e-10,-0.3055738
1.1856e-10,-0.3055738
1.2056e-10,-0.3055738
1.2256e-10,-0.3055738
1.2456e-10,-0.3055738
1.2656e-10,-0.3055738
1.2856e-10,-0.3055738
1.3056e-10,-0.3055738
1.3256e-10,-0.3055738
1.3456e-10,-0.3055738
1.3656e-10,-0.3055738
1.3856e-10,-0.3055738
1.4056e-10,-0.3055738
1.4256e-10,-0.3055738
1.4456e-10,-0.3055738
1.4656e-10,-0.3055738
1.4856e-10,-0.3055738
1.5056e-10,-0.3055738
1.5256e-10,-0.3055738
1.5456e-10,-0.3055738
1.5656e-10,-0.3055738
1.5856e-10,-0.3055738
1.6056e-10,-0.3055738
1.6256e-10,-0.3055738
1.6456e-10,-0.3055738
1.6656e-10,-0.3055738
1.6856e-10,-0.3055738
1.7056e-10,-0.3055738
1.7256e-10,-0.3055738
1.7456e-10,-0.3055738
1.7656e-10,-0.3055738
1.7856e-10,-0.3055738
1.8056e-10,-0.3055738
1.8256e-10,-0.3055738
1.8456e-10,-0.3055738
1.8656e-10,-0.3055738
1.8856e-10,-0.3055738
1.9056e-10,-0.3055738
1.9256e-10,-0.3055738
1.9456e-10,-0.3055738
1.9656e-10,-0.3055738
1.9828e-10,-0.3055738
2e-10,-0.3055738
2.002e-10,-0.3055744
2.006e-10,-0.30557789999999996
2.014e-10,-0.30559439999999993
2.03e-10,-0.305639
2.05e-10,-0.3056538999999999
2.07e-10,-0.30555179999999993
2.09e-10,-0.3052728
2.11e-10,-0.3047746
2.13e-10,-0.3040282000000001
2.15e-10,-0.3030146
2.17e-10,-0.30172199999999993
2.19e-10,-0.30014489999999994
2.21e-10,-0.2982817
2.23e-10,-0.2961344
2.25e-10,-0.29370699999999994
2.27e-10,-0.291006
2.29e-10,-0.2880383999999999
2.31e-10,-0.28481290000000004
2.33e-10,-0.28133829999999993
2.35e-10,-0.27762430000000005
2.37e-10,-0.2736803
2.39e-10,-0.26951629999999993
2.41e-10,-0.26514209999999994
2.43e-10,-0.2605678
2.45e-10,-0.25580289999999994
2.47e-10,-0.2508572
2.49e-10,-0.24574010000000002
2.51e-10,-0.24046089999999998
2.53e-10,-0.23502880000000004
2.55e-10,-0.22945269999999995
2.57e-10,-0.22374130000000003
2.59e-10,-0.21790299999999996
2.61e-10,-0.21194619999999997
2.63e-10,-0.2058791000000001
2.65e-10,-0.19970919999999992
2.67e-10,-0.1934443
2.69e-10,-0.18709189999999998
2.71e-10,-0.18065909999999996
2.73e-10,-0.17415289999999994
2.75e-10,-0.16758020000000007
2.77e-10,-0.16094750000000002
2.79e-10,-0.15426110000000004
2.81e-10,-0.14752750000000003
2.83e-10,-0.1407522
2.85e-10,-0.13394150000000005
2.87e-10,-0.12710070000000007
2.89e-10,-0.12023529999999993
2.91e-10,-0.11335039999999996
2.93e-10,-0.10645119999999997
2.95e-10,-0.09954249999999998
2.97e-10,-0.09262899999999996
2.99e-10,-0.08571529999999994
3.01e-10,-0.07880550000000008
3.03e-10,-0.07190390000000002
3.05e-10,-0.06501460000000003
3.07e-10,-0.058141200000000004
3.09e-10,-0.05128739999999998
3.11e-10,-0.04445700000000008
3.13e-10,-0.03765300000000005
3.15e-10,-0.030878700000000037
3.17e-10,-0.024137300000000028
3.19e-10,-0.01743159999999999
3.21e-10,-0.01076430000000006
3.23e-10,-0.004138199999999981
3.25e-10,0.0024444000000000132
3.27e-10,0.00898090000000007
3.29e-10,0.015469399999999967
3.31e-10,0.02190740000000002
3.33e-10,0.028293300000000077
3.35e-10,0.03462500000000002
3.37e-10,0.04090079999999996
3.39e-10,0.04711899999999991
3.41e-10,0.05327820000000005
3.43e-10,0.05937700000000001
3.45e-10,0.06541389999999991
3.47e-10,0.0713878
3.49e-10,0.07729770000000002
3.51e-10,0.0831423
3.53e-10,0.08892070000000007
3.55e-10,0.0946321
3.57e-10,0.10027589999999997
3.59e-10,0.10585109999999998
3.61e-10,0.11135729999999999
3.63e-10,0.1167939
3.65e-10,0.12216039999999995
3.67e-10,0.12745640000000003
3.69e-10,0.1326815
3.71e-10,0.1378355
3.73e-10,0.14291810000000005
3.75e-10,0.14792930000000004
