time_s,differential_output_v
0.0,-0.17227159999999997
1e-14,-0.17227159999999997
2e-14,-0.17227159999999997
4e-14,-0.17227159999999997
8e-14,-0.17227159999999997
1.6e-13,-0.17227159999999997
3.2e-13,-0.17227159999999997
6.4e-13,-0.17227159999999997
1.28e-12,-0.17227159999999997
2.28e-12,-0.17227159999999997
3.28e-12,-0.17227159999999997
4.28e-12,-0.17227159999999997
5.28e-12,-0.17227159999999997
6.28e-12,-0.17227159999999997
7.28e-12,-0.17227159999999997
8.28e-12,-0.17227159999999997
9.28e-12,-0.17227159999999997
1.028e-11,-0.17227159999999997
1.128e-11,-0.17227159999999997
1.228e-11,-0.17227159999999997
1.328e-11,-0.17227159999999997
1.428e-11,-0.17227159999999997
1.528e-11,-0.17227159999999997
1.628e-11,-0.17227159999999997
1.728e-11,-0.17227159999999997
1.828e-11,-0.17227159999999997
1.928e-11,-0.17227159999999997
2.028e-11,-0.17227159999999997
2.128e-11,-0.17227159999999997
2.228e-11,-0.17227159999999997
2.328e-11,-0.17227159999999997
2.428e-11,-0.17227159999999997
2.528e-11,-0.17227159999999997
2.628e-11,-0.17227159999999997
2.728e-11,-0.17227159999999997
2.828e-11,-0.17227159999999997
2.928e-11,-0.17227159999999997
3.028e-11,-0.17227159999999997
3.128e-11,-0.17227159999999997
3.228e-11,-0.17227159999999997
3.328e-11,-0.17227159999999997
3.428e-11,-0.17227159999999997
3.528e-11,-0.17227159999999997
3.628e-11,-0.17227159999999997
3.728e-11,-0.17227159999999997
3.828e-11,-0.17227159999999997
3.928e-11,-0.17227159999999997
4.028e-11,-0.17227159999999997
4.128e-11,-0.17227159999999997
4.228e-11,-0.17227159999999997
4.328e-11,-0.17227159999999997
4.428e-11,-0.17227159999999997
4.528e-11,-0.17227159999999997
4.628e-11,-0.17227159999999997
4.728e-11,-0.17227159999999997
4.828e-11,-0.17227159999999997
4.928e-11,-0.17227159999999997
5.028e-11,-0.17227159999999997
5.128e-11,-0.17227159999999997
5.228e-11,-0.17227159999999997
5.328e-11,-0.17227159999999997
5.428e-11,-0.17227159999999997
5.528e-11,-0.17227159999999997
5.628e-11,-0.17227159999999997
5.728e-11,-0.17227159999999997
5.828e-11,-0.17227159999999997
5.928e-11,-0.17227159999999997
6.028e-11,-0.17227159999999997
6.128e-11,-0.17227159999999997
6.228e-11,-0.17227159999999997
6.328e-11,-0.17227159999999997
6.428e-11,-0.17227159999999997
6.528e-11,-0.17227159999999997
6.628e-11,-0.17227159999999997
6.728e-11,-0.17227159999999997
6.828e-11,-0.17227159999999997
6.928e-11,-0.17227159999999997
7.028e-11,-0.17227159999999997
7.128e-11,-0.17227159999999997
7.228e-11,-0.17227159999999997
7.328e-11,-0.17227159999999997
7.428e-11,-0.17227159999999997
7.528e-11,-0.17227159999999997
7.628e-11,-0.17227159999999997
