evaluation,score,dc_valid,peaking_boost,power
1,-1.389653523359041,True,6.194346476640959,0.0012599999999999998
2,-1.4564167071463794,True,6.089583292853621,0.00069
3,-100.0,False,,
4,-7.094706824697734,True,0.43284709739854677,0.0004133088314442106
5,-100.0,False,,
6,-100.0,False,,
7,-1.165403075635044,True,8.553497442440067,0.0016785844979246567
8,-3.3713626481962176,True,4.219030859214613,0.0013559026111624607
9,-5.066079299244642,True,2.4804259321391315,0.0006975784707566026
10,-1.3621090181858146,True,8.757633790185803,0.0015671284200001708
11,-0.3735210988320602,True,7.789843727196796,0.0012551605745289567
12,-2.0082038630486427,True,9.352503750909614,0.0023355016820854283
13,-7.353003258314555,True,0.21325268481959014,0.000993839147012175
14,-1.919382558790323,True,5.739469148915109,0.002382775615581485
15,-5.709298213457684,True,1.851401573628987,0.0009104968063000604
16,-1.5873308574112241,True,9.00056820814773,0.0013014397389524166
17,-4.331562485032184,True,3.285641067111274,0.0017580532821518655
18,-1.4139277389182117,True,6.213053869439141,0.001904724125360286
19,-100.0,False,,
20,-0.9893885599420825,True,6.586555452926348,0.0011391601930264526
21,-4.781199770686506,True,2.877883234395685,0.0023862450762328602
22,-4.964967565006602,True,2.6758343742703774,0.0021120290891546937
23,-4.182445663701585,True,11.532243555210357,0.002253031627368413
24,-100.0,False,,
25,-4.6569948171679245,True,2.918296349525125,0.00112936750039575
26,-2.9719406545887987,True,4.621501473573993,0.001401631922441873
27,-2.6919488548855037,True,4.849273065697243,0.0006183288087412055
28,-8.099893888910085,True,-0.45400851041374146,0.0021882806774451403
29,-4.590394157656882,True,3.0426147376400436,0.001995133429453881
30,-100.0,False,,
31,-5.9513322091428815,True,1.644714861316757,0.0014407060568945777
32,-4.780393360246385,True,12.137973049634084,0.002136304659184506
33,-7.711696059677234,True,-0.1817790394980161,0.0004487553026882642
34,-5.115066261439577,True,2.4877297694386282,0.0015419404631730833
35,-6.561289595348158,True,0.9996930558961061,0.0009147397686639586
36,-100.0,False,,
37,-4.7543879689083735,True,2.8984653212843874,0.002292799352891411
38,-6.627791343139624,True,0.9320725294005943,0.0008979580881032637
39,-0.07664901122335498,True,7.5270908200805,0.0007433728671428278
40,-100.0,False,,
41,-1.0537158090025545,True,8.413264147493894,0.002106774922629902
42,-2.036961001018347,True,5.537951670230437,0.00112369006873176
43,-1.5287388511269175,True,6.0375872701546704,0.0009948918192238206
44,-3.499176934072433,True,4.06799437182668,0.0010075695884867
45,-4.442937175052449,True,3.079990483434779,0.00034391487730841153
46,-7.642677773502444,True,-0.02117897927092116,0.001822481913472843
47,-6.471519624966472,True,1.070929899247119,0.0006367428632038739
48,-1.5866408136222718,True,5.948507666139946,0.000527227196433268
49,-2.528631548288066,True,5.012982611352518,0.0006242123946087564
50,-5.275548296842259,True,2.28986157569084,0.0009811480879964795
51,-7.5546571736565715,True,0.05896325775500344,0.0017043064711736269
52,-4.4669055945902185,True,3.1881495803430164,0.0023258276239985216
53,-7.602506889885371,True,0.028703742459832426,0.0019681594851780433
54,-5.91167096084466,True,1.68471941056435,0.0014458555711351492
55,-6.762458884312157,True,0.7893300743250502,0.0007768343795581237
56,-4.726430028808106,True,2.851825208978953,0.0011738285668058868
57,-3.526072567024029,True,10.88212525330564,0.0021592097057758393
58,-4.651730991476474,True,12.059252377031942,0.0013871792166679732
59,-100.0,False,,
60,-1.4195966393544497,True,6.114571307267399,0.0005125191993277289
61,-100.0,False,,
62,-1.2955300046676141,True,8.664786700823155,0.001961149557666882
63,-6.231795904544353,True,1.2849787780739064,0.0002516202392738927
64,-1.4912565697703188,True,6.130280468298839,0.001823055571037364
65,-0.39740886920642926,True,7.806575101051399,0.0013625065223254564
66,-1.8410526800285871,True,9.1975967448192,0.0021518390281407957
67,-3.058154005734948,True,10.476645696772371,0.0012226246344386558
