dc_gain,dc_valid,error,name,nyquist_gain,peaking_boost,power,process,pvt_pass,status,temperature_c,vdd
8.003501243671108,True,,TT_0.95V_0C,15.68901456146384,7.685513317792731,0.0007062042237856864,TT,True,pass,0.0,1.14
7.66118568540001,True,,TT_0.95V_62.5C,14.93617199352948,7.274986308129471,0.0007062042237856864,TT,True,pass,62.5,1.14
7.270475386293761,True,,TT_0.95V_125C,14.117614484986964,6.847139098693203,0.0007062042237856864,TT,True,pass,125.0,1.14
8.030193964959322,True,,TT_1.00V_0C,15.729098828516648,7.698904863557326,0.0007433728671428278,TT,True,pass,0.0,1.2
7.695722855221355,True,,TT_1.00V_62.5C,14.986163665359044,7.290440810137689,0.0007433728671428278,TT,True,pass,62.5,1.2
7.314125206328247,True,,TT_1.00V_125C,14.17944011164611,6.865314905317864,0.0007433728671428278,TT,True,pass,125.0,1.2
8.055533249917824,True,,TT_1.05V_0C,15.767584852087328,7.712051602169504,0.0007805415104999692,TT,True,pass,0.0,1.26
7.729017338302996,True,,TT_1.05V_62.5C,15.035417421857016,7.30640008355402,0.0007805415104999692,TT,True,pass,62.5,1.26
7.356402566481802,True,,TT_1.05V_125C,14.240750054003481,6.884347487521679,0.0007805415104999692,TT,True,pass,125.0,1.26
8.188459690799615,True,,SS_0.95V_0C,16.068713447385598,7.880253756585983,0.0007062042237856864,SS,True,pass,0.0,1.14
7.8360803025818315,True,,SS_0.95V_62.5C,15.270214471339514,7.434134168757683,0.0007062042237856864,SS,True,pass,62.5,1.14
7.434467406808038,True,,SS_0.95V_125C,14.405429758150328,6.9709623513422905,0.0007062042237856864,SS,True,pass,125.0,1.14
8.212938301572514,True,,SS_1.00V_0C,16.108781973981245,7.895843672408731,0.0007433728671428278,SS,True,pass,0.0,1.2
7.865962031551851,True,,SS_1.00V_62.5C,15.315327119192837,7.449365087640986,0.0007433728671428278,SS,True,pass,62.5,1.2
7.471569958806836,True,,SS_1.00V_125C,14.458961071437779,6.9873911126309425,0.0007433728671428278,SS,True,pass,125.0,1.2
8.235900530084294,True,,SS_1.05V_0C,16.146774166532584,7.91087363644829,0.0007805415104999692,SS,True,pass,0.0,1.26
7.894550999168974,True,,SS_1.05V_62.5C,15.359096181775914,7.46454518260694,0.0007805415104999692,SS,True,pass,62.5,1.26
7.507343563800061,True,,SS_1.05V_125C,14.51157418773575,7.004230623935689,0.0007805415104999692,SS,True,pass,125.0,1.26
7.973769673578759,True,,FF_0.95V_0C,15.64396488316177,7.670195209583011,0.0007062042237856864,FF,True,pass,0.0,1.14
7.631343917191906,True,,FF_0.95V_62.5C,14.898630856284907,7.267286939093001,0.0007062042237856864,FF,True,pass,62.5,1.14
7.238846341792121,True,,FF_0.95V_125C,14.084091132155734,6.845244790363613,0.0007062042237856864,FF,True,pass,125.0,1.14
8.003009794684054,True,,FF_1.00V_0C,15.68791698907816,7.684907194394105,0.0007433728671428278,FF,True,pass,0.0,1.2
7.66909124409367,True,,FF_1.00V_62.5C,14.953505654214696,7.284414410121027,0.0007433728671428278,FF,True,pass,62.5,1.2
7.28633656646692,True,,FF_1.00V_125C,14.151557563286534,6.865220996819614,0.0007433728671428278,FF,True,pass,125.0,1.2
8.030738663662705,True,,FF_1.05V_0C,15.730061994607116,7.699323330944411,0.0007805415104999692,FF,True,pass,0.0,1.26
7.705387412297414,True,,FF_1.05V_62.5C,15.007368879326483,7.301981467029069,0.0007805415104999692,FF,True,pass,62.5,1.26
7.3321122618189705,True,,FF_1.05V_125C,14.217981605868921,6.885869344049951,0.0007805415104999692,FF,True,pass,125.0,1.26
8.0969854083837,True,,SF_0.95V_0C,15.879825004771861,7.782839596388161,0.0007062042237856864,SF,True,pass,0.0,1.14
7.749393063744261,True,,SF_0.95V_62.5C,15.103602100566176,7.354209036821915,0.0007062042237856864,SF,True,pass,62.5,1.14
7.353398372016824,True,,SF_0.95V_125C,14.262362191046805,6.908963819029981,0.0007062042237856864,SF,True,pass,125.0,1.14
8.122370218261981,True,,SF_1.00V_0C,15.91955311758159,7.797182899319608,0.0007433728671428278,SF,True,pass,0.0,1.2
7.7813830557928725,True,,SF_1.00V_62.5C,15.150750178469137,7.369367122676264,0.0007433728671428278,SF,True,pass,62.5,1.2
7.39355626828441,True,,SF_1.00V_125C,14.319688774491254,6.926132506206844,0.0007433728671428278,SF,True,pass,125.0,1.2
8.146354510081583,True,,SF_1.05V_0C,15.957427886938094,7.811073376856511,0.0007805415104999692,SF,True,pass,0.0,1.26
7.812124784508326,True,,SF_1.05V_62.5C,15.196826509628442,7.384701725120117,0.0007805415104999692,SF,True,pass,62.5,1.26
7.432385097636075,True,,SF_1.05V_125C,14.3762848213238,6.943899723687725,0.0007805415104999692,SF,True,pass,125.0,1.26
7.988994709340702,True,,FS_0.95V_0C,15.667328196891216,7.678333487550514,0.0007062042237856864,FS,True,pass,0.0,1.14
7.646818227066838,True,,FS_0.95V_62.5C,14.918567024718145,7.271748797651307,0.0007062042237856864,FS,True,pass,62.5,1.14
7.255410416542633,True,,FS_0.95V_125C,14.10231393336213,6.846903516819497,0.0007062042237856864,FS,True,pass,125.0,1.14
8.01694062546171,True,,FS_1.00V_0C,15.709243338771508,7.692302713309797,0.0007433728671428278,FS,True,pass,0.0,1.2
7.682883870910739,True,,FS_1.00V_62.5C,14.970877935786355,7.287994064875615,0.0007433728671428278,FS,True,pass,62.5,1.2
7.300898306601673,True,,FS_1.00V_125C,14.16682905244987,6.865930745848197,0.0007433728671428278,FS,True,pass,125.0,1.2
8.043420269937325,True,,FS_1.05V_0C,15.749465059075852,7.706044789138527,0.0007805415104999692,FS,True,pass,0.0,1.26
7.717657267135236,True,,FS_1.05V_62.5C,15.022338845816709,7.304681578681473,0.0007805415104999692,FS,True,pass,62.5,1.26
7.3448442962149585,True,,FS_1.05V_125C,14.230594316973388,6.8857500207584295,0.0007805415104999692,FS,True,pass,125.0,1.26
