timestep,reward,dc_valid,peaking_boost,power,eye_vertical_v,eye_horizontal_ui,all_specs_met,generation
1,-1.3239543106496796,True,4.953538103362115,0.0018214142212993596,0.14668820000000005,0.86,False,1
2,-10.0,False,nan,nan,,,False,1
3,-1.198771950195376,True,10.746483209752956,0.0011091587575336084,0.13180899999999995,0.58,False,1
4,-1.3253949645656231,True,5.068201130207029,0.0021656779291312463,0.189361,0.86,False,1
5,-1.177342908945552,True,10.912499262069677,0.002297542960748247,0.3100887,0.68,False,1
6,-1.2528099855805164,True,11.354100689215247,0.0022199056854467474,0.26013340000000007,0.6,False,1
7,-1.198996761893221,True,9.530303305644253,0.002397993523786442,0.2586457999999999,0.78,False,1
8,-0.8900693307022188,True,7.2689454843591115,0.0006929626614044364,0.11410299999999984,0.8,False,1
9,-1.2625647261528699,True,12.246035400494076,0.0022738214950805366,0.23085509999999998,0.68,False,2
10,-0.4782961180076492,True,5.882963003478044,0.0008599354360152977,0.2379178999999999,0.88,False,2
11,-2.3009049975776823,True,0.6433035386176702,0.001074300735186192,0.041166999999999954,0.6,False,2
12,-0.834969540670519,True,9.631371556511528,0.0015556533670553238,0.30295879999999986,0.66,False,2
13,-10.0,False,nan,nan,,,False,2
14,-10.0,False,nan,nan,,,False,2
15,20.265591065781216,True,6.32789115879143,0.001163201868437567,0.29235959999999994,0.94,True,2
16,-0.8541616768144896,True,7.534720164816352,0.0006401393536289788,0.11647699999999994,0.78,False,2
17,-0.8322970772613772,True,9.32369511141373,0.0011868960973798986,0.19743060000000012,0.68,False,3
18,-1.1256556134204025,True,7.34100986792998,0.00047038551255509014,0.09166999999999992,0.52,False,3
19,20.221851136110224,True,7.036979504922602,0.0015927162879632592,0.35510069999999994,0.88,True,3
20,-2.13270291264106,True,10.465666385183553,0.0015904930252821196,0.06563589999999997,0.28,False,3
21,19.924024067646904,True,5.885489332260305,0.001285311864706189,0.27833399999999997,0.92,True,3
22,19.61712046134717,True,5.846462004637589,0.0007874710773056523,0.25054279999999984,0.78,True,3
23,-1.155208262711422,True,10.316975205133684,0.0020907869254228437,0.22254629999999997,0.74,False,3
24,-10.0,False,nan,nan,,,False,3
25,-1.1808143516845275,True,8.361338899545416,0.002361628703369055,0.27755969999999996,0.82,False,4
26,-1.6581149168056815,True,0.7019507214566758,0.0008821441812491468,0.13724340000000002,0.7,False,4
27,-1.1076362480624025,True,6.550223386804314,0.002215272496124805,0.3387543,0.94,False,4
28,-10.0,False,nan,nan,,,False,4
29,-1.1997627850198773,True,5.985467721457468,0.0023995255700397546,0.3181469,0.76,False,4
30,-1.2077776097883133,True,2.569660984246652,0.0009107425424077268,0.09775999999999985,0.8,False,4
31,-0.5836721355128797,True,2.8592522305518333,0.0010735124247269817,0.2700329,0.88,False,4
32,-1.8643345407413603,True,1.1209026802404072,0.0013874815349763253,0.16394299999999995,0.56,False,4
33,19.487779494969597,True,3.534667615710527,0.0016177410100608044,0.2648325,0.82,True,5
