timestep,reward,dc_valid,peaking_boost,power,eye_vertical_v,eye_horizontal_ui,all_specs_met,generation
1,-0.4381964093093254,True,3.2518608441846357,0.0007439128186186506,0.23343999999999998,0.88,False,1
2,20.502270892859663,True,5.638653625950926,0.001499243035713445,0.33962970000000003,0.94,True,1
3,-1.2444806343473536,True,3.3233748264257916,0.0014366172686947076,0.11845700000000003,0.84,False,1
4,19.586801031020144,True,5.318443845126598,0.0012982939379597134,0.26179740000000007,0.8,True,1
5,-0.906981213989031,True,4.54603705749869,0.0008217144279780619,0.125969,0.86,False,1
6,-0.8122464855055544,True,6.998571284249874,0.0010449033710111094,0.17755130000000008,0.72,False,1
7,19.035439128645642,True,5.8850620846379975,0.00198818695711812,0.40701319999999996,0.86,True,1
8,-0.7785601682481094,True,7.604437133374578,0.000931017936496219,0.17173720000000003,0.82,False,1
9,-1.7872616790993743,True,1.3051725153070404,0.0016087857969748706,0.16694699999999996,0.64,False,2
10,-4.201832841316934,True,-0.48780589895370596,0.0020784617499980647,nan,nan,False,2
11,19.49985008509751,True,4.882912419338584,0.001833383304967497,0.3962251000000001,0.9,True,2
12,-0.8528776832211171,True,6.417653056051909,0.0008276433664422344,0.14023600000000003,0.74,False,2
13,19.602387914515976,True,6.77233595045924,0.0016523670281109102,0.3034473,0.76,True,2
14,-10.0,False,nan,nan,,,False,2
15,-0.5557928576589872,True,6.099647111065669,0.0010537417153179752,0.24276950000000008,0.9,False,2
16,20.170579072793565,True,7.872985649157692,0.0016098069757354775,0.3001393,0.86,True,2
17,19.872483554389667,True,5.1360669114775135,0.001254180891220663,0.2749787,0.8,True,3
18,-0.6687679817180109,True,3.0466255323652076,0.0005784319634360229,0.15511200000000014,0.82,False,3
19,20.329287271976668,True,6.596455156983907,0.001341425456046663,0.37435399999999996,0.84,True,3
20,-1.1214417160286712,True,2.7779485193495193,0.0013837867116236883,0.16111719999999996,0.74,False,3
21,-1.0679347421667338,True,4.338464097057998,0.0014358438843334693,0.16249680000000022,0.88,False,3
22,-1.195696517590628,True,8.216109598619122,0.002334250178038399,0.28677250000000004,0.68,False,3
23,20.189728866936637,True,6.444188476155247,0.0012279862661267271,0.2901861,0.88,True,3
24,19.473530313777196,True,9.227184108217086,0.001624367943874175,0.3316001999999999,0.74,True,3
25,19.598181345613053,True,7.061506520958087,0.0010893515944881773,0.29977870000000006,0.72,True,4
26,-1.0976692774245516,True,1.4986587270793752,0.0005675771729020185,0.17164159999999984,0.7,False,4
27,-1.6556150524238822,True,1.9327911601716856,0.002099735144962221,0.18749719999999997,0.7,False,4
28,-0.9399717937681286,True,3.29634535958807,0.0011276139875362559,0.15595879999999984,0.82,False,4
29,21.095733115637067,True,5.5900553255171275,0.0012371051972972981,0.3910796999999999,0.94,True,4
30,19.692222397512076,True,8.911038479806232,0.001186983776404417,0.2877208,0.74,True,4
31,-0.7275820734526198,True,4.408619115148206,0.0011029369469052399,0.20597160000000003,0.82,False,4
32,-2.510285518887905,True,0.4018171731187019,0.0015295299531882785,0.03013510000000008,0.76,False,4
33,19.369292398520937,True,5.345047073702448,0.0018769025338263546,0.26686200000000004,0.94,True,5
34,-0.7823911826277944,True,9.808995078564148,0.0012787241938270178,0.23567130000000003,0.64,False,5
35,20.456741720814314,True,4.99334970081995,0.0009429805583713724,0.2964116,0.9,True,5
36,20.672310950710298,True,6.308821050375089,0.0012268066700079708,0.3184332999999999,0.88,True,5
37,20.961235186902254,True,5.524752403870574,0.0012203867690526364,0.32914260000000006,0.92,True,5
38,19.44349825786958,True,8.010345767635272,0.0016844320556894086,0.3128056,0.74,True,5
39,19.785703573192187,True,5.605205198664124,0.0006664408536156209,0.2559461999999999,0.86,True,5
40,20.348389851083176,True,7.6024405960197825,0.0013032202978336507,0.35688149999999996,0.84,True,5
41,-0.6311221668444399,True,7.752830300847896,0.0008840963336888794,0.20273149999999995,0.72,False,6
42,19.37111198871591,True,3.4361898598534015,0.0018762960037613631,0.3214266,0.8,True,6
43,20.831481845852576,True,6.8317501989505764,0.0011941791654377085,0.32342610000000005,0.9,True,6
44,20.565106580703073,True,5.1094588670772545,0.0008405628385938509,0.2992694,0.88,True,6
45,-1.4823434718020674,True,0.9417541385728132,0.0012330877217002951,0.21935629999999984,0.66,False,6
46,-0.5934184055193716,True,5.145681945290683,0.0008490824110387426,0.20778069999999993,0.94,False,6
47,-0.5756824180721078,True,2.4987306113862466,0.0006244708437350463,0.2259106999999999,0.8,False,6
48,20.36069516945941,True,3.6985120610915434,0.00115723366108118,0.29696560000000005,0.88,True,6
49,-0.5224239882442281,True,5.300040538756246,0.001038498376488457,0.2492063000000001,0.9,False,7
50,20.336905265741173,True,5.291559616272105,0.001554364911419608,0.30880929999999995,0.92,True,7
51,-1.551866888016352,True,1.1673542187829584,0.0005558714076022965,0.09852340000000015,0.66,False,7
52,-2.288748492709062,True,0.14133434208083617,0.0009420011372815388,0.07664230000000005,0.58,False,7
53,-0.6430891552751108,True,3.2714588822483144,0.0005689359105502208,0.1603446999999999,0.82,False,7
54,20.949029690502286,True,4.514234722384453,0.0009590834761382879,0.32221809999999995,0.9,True,7
55,19.763644609764036,True,3.1508718568744154,0.0009756169700533093,0.2715252,0.8,True,7
56,-2.3194668564926904,True,0.060375289478312055,0.00105326516311378,0.08961730000000001,0.58,False,7
57,-0.6874308440593815,True,3.58556805824648,0.0010254448881187627,0.20632289999999998,0.84,False,8
58,20.17572971715284,True,4.2317820432487006,0.0013851005656943208,0.29341400000000006,0.9,True,8
59,20.615915477415246,True,5.980315779931491,0.0014613615075282512,0.32215020000000005,0.94,True,8
60,-0.9759720585856247,True,2.6886898944091016,0.0017444040467773172,0.25327409999999995,0.76,False,8
61,20.393811103658095,True,6.142580010048336,0.0010994057926838143,0.29717569999999993,0.9,True,8
62,20.16693222671554,True,4.4434580772298755,0.001102483546568921,0.2859087,0.9,True,8
63,-0.6978153421576707,True,4.707751282185367,0.0013791162843153413,0.24793569999999998,0.9,False,8
64,19.733339343775114,True,7.137870403625456,0.0009105493124497727,0.2594307,0.76,True,8
65,20.56590677263106,True,4.523152105175663,0.0010846704547378713,0.30541209999999985,0.92,True,9
66,-0.3398914017733846,True,4.498136406963237,0.0006731436035467688,0.24917009999999995,0.86,False,9
67,-0.5669009806849967,True,3.8429108551114872,0.0008326515613699935,0.2123562,0.86,False,9
68,20.479279545155514,True,4.661704400460101,0.00132044890968898,0.3069752000000001,0.94,True,9
