dc_gain,dc_valid,error,name,nyquist_gain,peaking_boost,power,process,pvt_pass,status,temperature_c,vdd
8.369799284301903,True,,TT_0.95V_0C,14.042014583980544,5.672215299678641,0.0009246782959980844,TT,True,pass,0.0,1.14
8.017639607265078,True,,TT_0.95V_62.5C,13.436018682316067,5.418379075050989,0.0009246782959980844,TT,True,pass,62.5,1.14
7.591573395421063,True,,TT_0.95V_125C,12.720642619813901,5.129069224392838,0.0009246782959980844,TT,True,pass,125.0,1.14
8.399210406797813,True,,TT_1.00V_0C,14.08555876943147,5.686348362633657,0.0009733455747348257,TT,True,pass,0.0,1.2
8.05046593073676,True,,TT_1.00V_62.5C,13.482030542211671,5.431564611474911,0.0009733455747348257,TT,True,pass,62.5,1.2
7.62961994206823,True,,TT_1.00V_125C,12.771735746947874,5.142115804879644,0.0009733455747348257,TT,True,pass,125.0,1.2
8.425493478132566,True,,TT_1.05V_0C,14.124248293397564,5.698754815264998,0.0010220128534715672,TT,True,pass,0.0,1.26
8.079434504864688,True,,TT_1.05V_62.5C,13.522251012934625,5.442816508069937,0.0010220128534715672,TT,True,pass,62.5,1.26
7.662792480681157,True,,TT_1.05V_125C,12.815599546343357,5.1528070656622,0.0010220128534715672,TT,True,pass,125.0,1.26
8.459112926928267,True,,SS_0.95V_0C,14.17675659563244,5.717643668704174,0.0009246782959980844,SS,True,pass,0.0,1.14
8.097678696736105,True,,SS_0.95V_62.5C,13.551417042944166,5.453738346208061,0.0009246782959980844,SS,True,pass,62.5,1.14
7.6641221558174575,True,,SS_0.95V_125C,12.81885645341882,5.154734297601362,0.0009246782959980844,SS,True,pass,125.0,1.14
8.486948736560615,True,,SS_1.00V_0C,14.219213246234347,5.7322645096737315,0.0009733455747348257,SS,True,pass,0.0,1.2
8.128228516687106,True,,SS_1.00V_62.5C,13.595506857411564,5.467278340724459,0.0009733455747348257,SS,True,pass,62.5,1.2
7.698524091121156,True,,SS_1.00V_125C,12.866161177422406,5.16763708630125,0.0009733455747348257,SS,True,pass,125.0,1.2
8.51212055097305,True,,SS_1.05V_0C,14.257541760297958,5.745421209324908,0.0010220128534715672,SS,True,pass,0.0,1.26
8.155580850574282,True,,SS_1.05V_62.5C,13.634773722620404,5.479192872046122,0.0010220128534715672,SS,True,pass,62.5,1.26
