timestep,reward,dc_valid,peaking_boost,power,eye_vertical_v,eye_horizontal_ui,all_specs_met,generation
1,-1.4644917676695768,True,1.8731470996943411,0.0011279585541830004,0.133062,0.66,False,1
2,-1.952933386014008,True,1.9254522524243782,0.0020707282355490303,0.13158190000000003,0.64,False,1
3,-0.7471703521863566,True,5.71049912334375,0.0014587559043727127,0.24555189999999993,0.82,False,1
4,-1.758121949858737,True,5.529759804601756,0.002085883899717472,0.07120499999999974,0.9,False,1
5,-1.600948625425365,True,11.323795827189944,0.002160517365136446,0.15554180000000017,0.6,False,1
6,-2.36220972552363,True,1.173632221683814,0.0021082717893126605,0.11803600000000003,0.58,False,1
7,-3.0198141664207174,True,0.39090401344319226,0.0020844995798988027,0.05160500000000012,0.48,False,1
8,-1.1306916286200217,True,5.5643634169479474,0.001816400057240044,0.19437710000000008,0.88,False,1
9,-1.469391376691976,True,6.526834190823194,0.0017773507533839505,0.10482099999999983,0.94,False,2
10,-1.1085027231645974,True,3.1433476560573776,0.0015708798463291954,0.16923430000000006,0.7,False,2
11,-0.6653559423674793,True,4.705964019335588,0.000852771084734959,0.19025740000000002,0.8,False,2
12,19.741509079160036,True,4.375671463812207,0.0016651098416799299,0.27870320000000004,0.84,True,2
13,-1.0821670012366378,True,6.985974388245225,0.0021643340024732755,0.27751650000000017,0.86,False,2
14,-10.0,False,nan,nan,,,False,2
15,-0.8483612155565452,True,3.128333946243723,0.0010906816311130906,0.17424490000000004,0.74,False,2
16,-1.1768739814331712,True,7.9857836884587865,0.002034183962866343,0.21005450000000003,0.82,False,2
17,-10.0,False,nan,nan,,,False,3
18,-0.7461908133838268,True,6.31730182120673,0.0010671191124819387,0.21112789999999992,0.66,False,3
19,-1.0375084883832886,True,2.653431705204733,0.0013926594469030672,0.19358600000000015,0.78,False,3
20,-0.7679393914105446,True,4.291259476991173,0.0003425210685353769,0.11511600000000022,0.66,False,3
21,19.822948752467592,True,5.859265012239913,0.0017256837491774688,0.31792679999999995,0.82,True,3
22,-0.6622635437247205,True,3.468758389124737,0.0009012966874494414,0.19709620000000005,0.78,False,3
23,-1.8464153123298273,True,1.043995129104987,0.0005543256631105978,0.08497299999999997,0.52,False,3
24,-0.8876701205259815,True,5.666947159914367,0.0008372595553376773,0.1684542,0.6,False,3
25,-0.5599070216295796,True,2.8759336453076756,0.0004272343401309429,0.1737664,0.8,False,4
26,-0.6126216782309298,True,7.699356973742396,0.001030951356461859,0.2257134999999999,0.76,False,4
27,-2.823709518667581,True,0.6397752016716716,0.0016971917241638947,0.0671927,0.38,False,4
28,-0.7061629891675285,True,8.012336637854535,0.0006818159211922006,0.16582910000000006,0.68,False,4
29,-0.6164270713400187,True,2.969586828933714,0.001007307495302514,0.22434110000000007,0.72,False,4
30,19.984164596071565,True,5.09892403113826,0.0011745279507140145,0.28168610000000005,0.78,True,4
31,-0.6354557619143965,True,4.222597391568135,0.0010706859238287935,0.22497180000000006,0.8,False,4
32,-3.0442563178182094,True,0.24954288924438472,0.001949137076085055,0.04749709999999985,0.46,False,4
33,-1.0012820336386095,True,2.939879813000487,0.001215223942610877,0.15659250000000002,0.8,False,5
34,20.87458789606783,True,6.039553084613903,0.001107967065007205,0.3249115,0.9,True,5
35,-10.0,False,nan,nan,,,False,5
36,-10.0,False,nan,nan,,,False,5
37,-3.383549926923061,True,-0.05188327124600356,0.0020969675777773576,0.04912850000000002,0.34,False,5
38,-0.6750945946772419,True,5.294306862111025,0.0012063851893544845,0.23202450000000008,0.72,False,5
39,-0.4643204248977679,True,5.186587440256785,0.0009273752497955358,0.2498418,0.88,False,5
40,-2.53488561541049,True,-0.7024731649293718,0.000356107216106162,0.04076000000000013,0.5,False,5
41,-3.442168865284608,True,-0.4314164529978761,0.001331246533332537,0.020386399999999916,0.2,False,6
42,-3.9456595371119194,True,-0.5715101867026178,0.00151031228308876,nan,nan,False,6
43,-1.5603166111062556,True,2.186100126498303,0.0015992441636875708,0.17050850000000006,0.58,False,6
44,-0.6081171782435605,True,5.5852656588045,0.0009119775564871218,0.2119679000000001,0.92,False,6
45,-0.6458046039930728,True,4.9004791798271015,0.0008589268079861456,0.1959147,0.76,False,6
46,20.718079028388747,True,5.465393960341988,0.000875885943222507,0.30780109999999994,0.9,True,6
47,-0.8264355281375859,True,3.1855933503433214,0.0011826270562751717,0.1912195,0.76,False,6
48,-10.0,False,nan,nan,,,False,6
49,-0.7749840923553791,True,7.2472857562383926,0.0015089753847107568,0.2448758999999998,0.92,False,7
50,-2.4418300281204877,True,11.087469817454778,0.001549126113383832,0.026040399999999964,0.16,False,7
51,-0.9749375276754416,True,10.125453561793746,0.0013651756267794549,0.205484,0.62,False,7
52,-0.9255680322301773,True,3.1999793412579667,0.0005535120644603555,0.08779700000000012,0.86,False,7
53,-1.4309441993510068,True,1.7053846284149476,0.00047569948431197757,0.05961099999999986,0.82,False,7
54,-10.0,False,nan,nan,,,False,7
55,-2.179062239265554,True,-0.0010996368812490331,0.0009562569872769422,0.07485819999999999,0.7,False,7
56,-1.3375314295105953,True,8.829524056330037,0.0008803394304497626,0.10423100000000007,0.48,False,7
57,-1.0066369513501894,True,6.495347857829678,0.0020132739027003787,0.3381669,0.84,False,8
58,-10.0,False,nan,nan,,,False,8
59,-0.9122159255801268,True,5.125538260449227,0.001763846251160254,0.24242680000000005,0.88,False,8
60,19.397749371211525,True,5.372198765866013,0.001281649257576955,0.2519287000000001,0.92,True,8
61,-10.0,False,nan,nan,,,False,8
62,-2.1547117916655547,True,0.4240955493834626,0.0009658853781581806,0.06814500000000012,0.64,False,8
63,-1.4178246861791701,True,8.465549968247245,0.0021787211437869114,0.19645539999999995,0.62,False,8
64,-0.6306269147891217,True,5.681882110829962,0.0006003338295782443,0.16738500000000012,0.94,False,8
