timestep,reward,dc_valid,peaking_boost,power,eye_vertical_v,eye_horizontal_ui,all_specs_met,generation
1,-1.0510863029587267,True,3.045706259096118,0.0012152086059174546,0.13912950000000013,0.78,False,1
2,-2.476934177685839,True,0.030101724957900977,0.0016711993720102784,0.08715790000000001,0.72,False,1
3,-2.5321715408953933,True,0.18294952929335917,0.001884543034653026,0.0872792,0.72,False,1
4,-2.3189338633270227,True,-0.011664852994336172,0.002379704757991155,0.21870170000000005,0.7,False,1
5,19.166328351412602,True,4.5840100422999015,0.001905103297174797,0.25594400000000006,0.9,True,1
6,-1.8303402831979083,True,-0.020927929487166708,0.0011251409562615152,0.19194440000000002,0.68,False,1
7,-2.2288119419871713,True,0.001321078335609016,0.0013855222028647486,0.11587720000000001,0.7,False,1
8,-1.1455058926188655,True,3.7720470416547442,0.002291011785237731,0.32180359999999997,0.9,False,1
9,-1.9689701672343825,True,-0.04112983665654468,0.0017251107290786865,0.24110949999999987,0.66,False,2
10,-1.291457324485562,True,5.446594404161817,0.0023664514489711254,0.22294210000000014,0.92,False,2
11,-1.5123692788825158,True,1.8850077652991963,0.00152511040129783,0.15546250000000006,0.78,False,2
12,-2.2955500206364805,True,0.024849397726551814,0.0010703040207097091,0.09354399999999985,0.6,False,2
13,-2.2788340997578236,True,0.025637440139891776,0.0008760718262755765,0.03766400000000014,0.72,False,2
14,-1.7307519160710654,True,1.83666409374195,0.002321222561303431,0.20440950000000002,0.78,False,2
15,-1.9094571081267104,True,0.4836932932995994,0.0011942476117864878,0.13160890000000014,0.72,False,2
16,-1.3517888664847755,True,2.847069779034422,0.0018123122523258316,0.15133599999999992,0.7,False,2
17,-10.0,False,nan,nan,,,False,3
18,19.82220772768489,True,6.789673083063424,0.00172593075743837,0.29958660000000004,0.92,True,3
19,19.941691383419716,True,6.1258823417339965,0.0016861028721934282,0.331152,0.92,True,3
20,-2.712120604129657,True,0.5665835738826317,0.0022818470194191647,0.0814140000000001,0.64,False,3
21,-2.7063770787282357,True,0.44687994399538233,0.002066778120120058,0.0445129999999998,0.72,False,3
22,-4.126803009483808,True,-0.3341962243301566,0.0020308085360808453,nan,nan,False,3
23,-2.3003471544154293,True,0.7126949135718821,0.0016995210512121127,0.12796209999999997,0.56,False,3
24,-2.863490841511873,True,0.3882611429400775,0.0023563272449837976,0.09631309999999993,0.56,False,3
25,-1.5331514636817434,True,6.947193416891224,0.002105526927363486,0.12990299999999988,0.94,False,4
26,-2.513563416745349,True,0.7959059373675981,0.002090382220307193,0.08801000000000014,0.64,False,4
27,20.095483610954275,True,6.250659101302251,0.001559448778091441,0.2937603999999999,0.94,True,4
28,20.029447691067805,True,6.946514446251742,0.0016191406178643916,0.2919509,0.82,True,4
29,-1.200166239987129,True,9.381643209280185,0.0015647492799742576,0.14555209999999996,0.82,False,4
30,-0.8200040706557433,True,3.2875602790715917,0.0012098049413114865,0.19622459999999997,0.8,False,4
31,-1.1393556855222824,True,11.157211296418811,0.0021644256567588506,0.27736360000000004,0.66,False,4
32,-1.0543823407343438,True,10.177767764719132,0.0017674532528972587,0.23590749999999994,0.62,False,4
33,19.190193626339877,True,9.327324034535955,0.0019366021245533747,0.25862130000000005,0.78,True,5
34,-1.2673811082465414,True,9.83939938726634,0.0013693965022073683,0.16861499999999996,0.52,False,5
35,-0.735722329151709,True,3.2063134283336474,0.0012501006583034177,0.22233199999999997,0.78,False,5
36,19.351198636688252,True,7.5029916123358,0.0018829337877705819,0.2735559999999999,0.84,True,5
37,-0.5968689591868728,True,5.036115902305616,0.0007875379183737462,0.1992250000000001,0.82,False,5
38,-1.720414962566121,True,1.0105249718538563,0.0009325566682729079,0.12368400000000002,0.64,False,5
39,-2.743433237030322,True,0.9123882845671023,0.0020711550447244267,0.08271799999999996,0.46,False,5
40,-0.8024576065722664,True,9.016402125487934,0.001429434413144532,0.2280648999999999,0.76,False,5
41,-3.1887686443250836,True,-0.14645504510707852,0.0022052753347692575,0.09781469999999992,0.4,False,6
42,-1.638704349553578,True,10.718550083349847,0.002343606299107156,0.13327469999999997,0.8,False,6
43,-1.9799889657605316,True,12.358924702579854,0.001582680690614898,0.06745830000000008,0.4,False,6
44,-1.72466297571385,True,13.140254048587948,0.0020139610957106615,0.1586204,0.52,False,6
45,19.249222625895637,True,6.94211530439067,0.001916925791368121,0.31979959999999996,0.94,True,6
46,19.13609585656306,True,9.801989360421594,0.0017278082868738842,0.3030978,0.7,True,6
47,-1.1169638172861438,True,11.181001320923286,0.0016828973488580016,0.21683549999999996,0.6,False,6
48,19.86234396868591,True,5.929245434228271,0.0017125520104380296,0.31250429999999996,0.9,True,6
49,-1.0700147904512938,True,10.429195201268444,0.0018543152951883018,0.25222350000000004,0.6,False,7
50,19.188514095000276,True,6.34913196585714,0.0019371619683332412,0.2647187,0.94,True,7
51,-1.6973200879309742,True,0.934030105666972,0.0013883411986875497,0.18566250000000006,0.66,False,7
52,-1.1871704227535549,True,2.3774589510020743,0.0014098998795084921,0.18132329999999997,0.76,False,7
53,-0.8047897047127995,True,7.741501550116237,0.0014051762094255992,0.22444960000000003,0.72,False,7
54,20.740477256434456,True,4.8945186543636385,0.001132077487131082,0.3153258,0.92,True,7
55,-0.9165818675489019,True,5.222200124430042,0.0017452613350978031,0.2390121999999999,0.94,False,7
56,-1.14798364356019,True,10.804566000479966,0.00229596728712038,0.2973032000000001,0.7,False,7
57,19.554204526866037,True,7.6009373415963655,0.0014772869462679268,0.26464240000000006,0.8,True,8
58,-1.0732387579095053,True,2.1103882926029307,0.0012783918442209636,0.21562359999999992,0.76,False,8
59,19.18746326552401,True,4.294598448701208,0.0019375122448253312,0.2578761999999999,0.88,True,8
60,-0.6256598352403393,True,6.257062070247734,0.0005969052704806793,0.16819820000000008,0.74,False,8
61,20.13644770205828,True,7.788597123794725,0.0016211840993139064,0.3136008000000001,0.86,True,8
62,19.637034964179247,True,4.950945688618606,0.0012374140716415055,0.26278709999999994,0.9,True,8
63,20.970492659975346,True,5.546006550533079,0.0011099106800493118,0.3262724,0.92,True,8
64,-0.6477498843089733,True,3.4157913060306893,0.0007478997686179465,0.18155,0.88,False,8
65,-0.8450418291765182,True,2.7716551759980117,0.0015378537756850442,0.2843032000000001,0.76,False,9
66,19.761581200540224,True,8.054346716356426,0.0013259935989195493,0.2712289,0.76,True,9
67,-1.0600772130689522,True,3.1055695930994913,0.0012516832261379044,0.1414411,0.8,False,9
68,20.701956161460537,True,5.11654751229476,0.0011675162485074945,0.34223420000000004,0.88,True,9
69,20.418145324886925,True,6.559769314956812,0.0009282573502261493,0.2941136999999999,0.92,True,9
70,-0.7664785693656506,True,4.990511456330309,0.0013780643387313006,0.2306383999999999,0.9,False,9
71,20.1592357185762,True,6.321896864337983,0.0016135880938079334,0.31791179999999997,0.86,True,9
72,19.80520106369702,True,6.850476583319357,0.0008673298726059556,0.2619433,0.82,True,9
73,20.521306512433405,True,7.736581089775957,0.0012431012608474772,0.32766210000000007,0.86,True,10
74,21.004554476342935,True,4.448548336306331,0.0008480339044569872,0.32485129999999995,0.9,True,10
75,-1.3442695068844732,True,2.016895864504759,0.00128724745677212,0.15676390000000007,0.78,False,10
76,-0.4816010315270602,True,7.363745569545851,0.000867582063054121,0.23804750000000008,0.76,False,10
77,-0.36189747544101275,True,3.5788322552112017,0.00039557175088202637,0.2089721000000001,0.86,False,10
78,19.78856598585964,True,6.809264935929273,0.0008864960282807207,0.26159069999999995,0.8,True,10
79,20.456430896502205,True,6.045873658279554,0.000997974206995586,0.29777089999999995,0.92,True,10
80,19.72637150294862,True,7.714840484357486,0.0010490609941027568,0.2625451,0.78,True,10
81,20.111720595839323,True,6.697866412264113,0.0007926708083213543,0.27540280000000006,0.88,True,11
82,20.46538579618974,True,6.307368108666346,0.0010692284076205198,0.32922909999999994,0.84,True,11
83,20.736122384621552,True,5.5698278188535735,0.0013848980878997587,0.35336049999999997,0.9,True,11
84,20.393618893561005,True,5.204663882964479,0.0008841262128779874,0.2917841,0.9,True,11
85,20.122688953091302,True,3.9002837438892684,0.0010469780938173912,0.2823089,0.88,True,11
86,-0.8664575306227132,True,10.138510137238168,0.001408456089816855,0.23087119999999994,0.64,False,11
87,19.601744377329712,True,8.821885459989511,0.0017994185408900967,0.3575925000000001,0.8,True,11
88,20.622591996102553,True,4.671032535530646,0.001127136007794892,0.3093079999999999,0.88,True,11
89,20.489991111283867,True,4.538213926117397,0.0009491777774322605,0.29822899999999997,0.88,True,12
90,20.29256030957364,True,6.245488976169154,0.0014148793808527185,0.3616049000000001,0.84,True,12
91,-0.46049746725024715,True,7.1406337630004035,0.000915162134500494,0.24927089999999996,0.86,False,12
92,19.807028378263663,True,8.62536824526039,0.0012430861006155337,0.28182240000000003,0.76,True,12
93,-0.6445614981649775,True,3.418068326477318,0.0011052301963299553,0.22701340000000003,0.82,False,12
94,20.414054839925676,True,6.935371610717458,0.0011321063201486454,0.2990054,0.86,True,12
95,20.840884591013776,True,4.697264440159728,0.0008896593894010157,0.33766229999999986,0.88,True,12
96,20.832386956905,True,4.328700723335897,0.0011923689433328618,0.402454,0.9,True,12
